File,Original_Duration,Duration,Emotion,Emotion_Id,min_zcr,spikes_zcr,var_mel_spect,spikes_mel_spect,thpercentile25_chroma_stft,spikes_chroma_stft,mean_spec_bw,max_spec_bw,thpercentile25_rms,var_mfcc1,var_mfcc3,max_mfcc5,var_mfcc5,median_mfcc5,spikes_mfcc6,thpercentile75_mfcc7,max_mfcc7,var_mfcc8,sum_mfcc10,max_mfcc10,thpercentile75_mfcc11,max_mfcc11,sum_mfcc12,kurtosis_mfcc12,mean_mfcc13,mean_mfcc15,spikes_mfcc16,kurtosis_mfcc17,mean_mfcc17,kurtosis_mfcc18,spikes_mfcc19,mean_mfcc19,mean_mfcc20
03a01Fa,1.89825,1.89825,happy,1,0.03173828125,13,38.697845458984375,555,0.00227889527392108,255,1506.5172142577128,2460.9470966903027,0.004509682528441772,14696.142578125,1822.9359130859375,28.04837417602539,472.6166687011719,-3.2035248279571533,32,-48.44454405784607,15.63214111328125,99.42111206054688,320.3580017089844,48.345252990722656,-37.01677060127258,18.658748626708984,-103.37135314941406,-0.9718238962768817,-6.865765571594238,-9.404069900512695,26,1.219669282737759,-2.7677829265594482,0.4478793672206245,26,-3.3288333415985107,2.0142223834991455
03a01Nc,1.61125,1.61125,neutral,2,0.01513671875,12,166.5834503173828,468,0.0034509207645896825,205,1218.0616654067646,2134.2887173194977,0.0033743881643749775,11853.0,1616.51123046875,41.08244705200195,454.8820495605469,-4.051407814025879,23,-59.00257705688477,32.6663703918457,238.75390625,281.755859375,46.68449401855469,-25.381015853881834,18.891510009765625,112.86571502685547,-0.5313656603338961,-14.473578453063965,-2.003859519958496,22,-0.7044567936970401,1.6405396461486816,-0.886511077879752,20,-7.038808345794678,1.5481712818145752
03a01Wa,1.8778125,1.8778125,anger,0,0.02880859375,17,95.36486053466797,648,0.0005823858216172084,260,1447.9234911709882,2157.703660995369,0.00567340653622523,12410.0009765625,2990.3525390625,23.41347885131836,516.8436279296875,-13.556402206420898,25,-66.27147041320801,23.64560317993164,284.0585632324219,-17.450424194335938,33.65556335449219,-42.18631412506104,16.295246124267578,-16.157535552978516,0.8517404003528717,-8.234637260437012,-10.13017749786377,32,1.2671469244910378,-6.1418609619140625,-0.21158868423362165,27,-4.695061683654785,-2.225921392440796
03a02Fc,2.00625,2.00625,happy,1,0.01953125,21,120.42330169677734,422,0.0003375196962588234,236,1770.0806542676564,2746.6482823279944,0.0022447130433283745,13331.072265625,1002.9616088867188,39.68153381347656,840.0686645507812,0.8205846548080444,26,-65.51636531829834,37.812198638916016,213.5437469482422,-218.9564666748047,32.29472351074219,-36.49729187965393,14.665374755859375,-416.7647399902344,-0.35825168603474955,-13.640210151672363,-13.157283782958984,30,-0.3956058085654708,-0.9955434799194336,0.08024865850656582,18,1.4930760860443115,11.296339988708496
03a02Nc,1.4398125,1.4398125,neutral,2,0.017578125,17,289.7301940917969,386,0.006245557955699041,192,1424.8052858396363,2609.2437140373504,0.004052647026255727,10385.4189453125,2238.250732421875,40.69389724731445,849.578125,10.40936279296875,19,-74.79011419296265,26.560653686523438,188.64779663085938,-25.178905487060547,39.622859954833984,-38.31492914199829,27.463790893554688,-54.75925064086914,-1.1183883059750537,-9.561795234680176,-3.2562575340270996,21,1.3235820286110682,2.3869426250457764,0.18906791141513812,20,-7.458808898925781,5.138382434844971
03a02Ta,1.7356875,1.7356875,sad,3,0.01953125,18,85.71207427978516,495,0.007842227881774307,258,1413.182453879828,2408.511369475282,0.002440465905237943,10269.201171875,872.4209594726562,54.03826141357422,693.0109252929688,-5.630268096923828,27,-52.58059358596802,43.36502456665039,147.85911560058594,149.7030029296875,27.94512176513672,-28.52863121032715,30.562480926513672,-246.82907104492188,-0.9945530391242823,-2.6152400970458984,-1.1208794116973877,27,1.0454858275922492,-2.697927474975586,0.8026087530215777,25,-5.970547676086426,5.46630334854126
03a02Wb,2.123625,2.123625,anger,0,0.01904296875,25,50.67356491088867,676,0.002231607688590884,305,1690.0403552317216,2507.291297053405,0.0016720454281312414,11694.71484375,2123.1435546875,45.900360107421875,1102.1590576171875,-12.504292488098145,32,-52.79724637031555,13.419706344604492,194.24960327148438,-299.3743591308594,41.10655212402344,-50.89294719696045,15.733369827270508,-428.86077880859375,0.05044450468132666,-9.761280059814453,-9.818158149719238,32,0.3360355743763823,-6.254981517791748,1.0179766435810809,31,-4.934367656707764,0.796724259853363
03a02Wc,1.4980625,1.4980625,anger,0,0.02001953125,19,67.37767791748047,442,0.0036983094818424434,197,1545.3996010238523,2623.0800474526113,0.003076282307738438,13287.580078125,2042.36767578125,51.41340255737305,1396.9053955078125,-16.823118209838867,23,-70.56804153442383,11.312358856201172,173.45184326171875,-288.2729187011719,30.509986877441406,-26.42149871826172,19.734390258789062,-361.77593994140625,-0.6187694321616863,-18.208965301513672,-12.244756698608398,21,-0.6644768071861131,-5.769813537597656,-1.13590103865488,14,-1.8483995199203491,8.899249076843262
03a04Fd,1.6968125,1.6968125,happy,1,0.0263671875,12,267.304931640625,411,0.0006952053761051502,219,1570.959886291528,2675.339841751498,0.003240350475534797,16179.328125,3265.88427734375,47.330078125,931.05224609375,-1.0024573802947998,21,-75.04821784973144,16.016904830932617,229.82371520996094,41.4560546875,34.12677001953125,-47.794298553466795,19.202510833740234,-364.7240905761719,-0.7455947980919029,-10.486512184143066,-10.629815101623535,18,-0.10721833476764342,-3.531911611557007,0.00807529898104109,20,-5.535583972930908,1.9871677160263062
03a04Nc,1.5613125,1.5613125,neutral,2,0.02001953125,12,298.6331481933594,521,0.0033476106921443713,210,1362.2181609731272,2498.648379101763,0.0033721764804795383,11914.744140625,3456.941650390625,36.202064514160156,615.7637329101562,-0.7871434688568115,19,-60.813569984436036,31.569644927978516,417.7303466796875,180.69595336914062,39.6224479675293,-41.043529739379885,14.378166198730469,-22.647476196289062,-0.019763214077633595,-9.416638374328613,-5.800066947937012,20,-0.3922340778544484,-1.2149277925491333,0.7728778145555126,23,-5.684920787811279,0.2241114228963852
