Subject,File,Gender,Emotion,Emotion_Id,spikes_mel_spect,mean_mel_spect,min_mel_spect,max_mel_spect,var_mel_spect,std_mel_spect,spikes_chroma_stft,mean_chroma_stft,var_chroma_stft,std_chroma_stft,spikes_rms,mean_rms,max_rms,var_rms,std_rms,spikes_spec_cent,mean_spec_cent,min_spec_cent,max_spec_cent,var_spec_cent,std_spec_cent,spikes_spec_bw,mean_spec_bw,min_spec_bw,max_spec_bw,var_spec_bw,std_spec_bw,spikes_spec_rolloff,mean_spec_rolloff,min_spec_rolloff,max_spec_rolloff,var_spec_rolloff,std_spec_rolloff,spikes_spec_cont,mean_spec_cont,min_spec_cont,max_spec_cont,var_spec_cont,std_spec_cont,spikes_zcr,mean_zcr,min_zcr,max_zcr,var_zcr,std_zcr,sum_zcr,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
1,s1_an_1,m,anger,0.0,0.5696634000852152,0.7491867784913382,0.22618982972715418,0.5438934196366589,0.38346355029827206,0.6191214522927543,0.3698727015558699,0.5280807955019312,0.5023467068180463,0.5423070466416648,0.5491803278688525,0.8276577340226225,0.7408145563545798,0.5588958503141354,0.7426170346279576,0.25966850828729277,0.1954424152262575,0.4328652179310878,0.3730974485881916,0.0962432797384144,0.24007642722125866,0.3205128205128205,0.2980539363852577,0.5253745074191065,0.2963909678438641,0.1297998290457585,0.25752480572999237,0.3202247191011236,0.3164205882749732,0.23931623931623933,0.3959731543624161,0.20432104021316333,0.33062516096124295,0.3661290322580645,0.7400289132912587,0.6076798415657976,0.5035951955905413,0.6753510810340925,0.7210990342241397,0.40298507462686567,0.1814578761317792,0.2722772277227723,0.2686453576864536,0.04107612777447596,0.14833288210229345,0.2964835380284846,0.917193283178304,0.6953403773965766,0.521300221406082,0.4258913310407541,0.345490118368462,0.6063090134502971,0.5341116200982592,0.49870587035411795,0.4829302069222491,0.38097676723058826,0.23547501431482204,0.4216560928181936,0.4886744570896007,0.20183327436368276,0.260922793131316,0.3500654455450979,0.2617844150650171,0.296906514193531,0.5013485273723344,0.32459298482681803
1,s1_an_2,m,anger,0.0,0.5074563272262462,0.6567108323609484,0.166960608878147,0.3239579908008746,0.21673883914019562,0.4653797066467231,0.24823196605374825,0.43655685802912025,0.4610045252198405,0.5012527309474493,0.39344262295081966,0.7786614891091778,0.5964409911780835,0.5208171557094295,0.7161919936745815,0.19337016574585636,0.1954007606697027,0.574093020783285,0.5006141120017191,0.11646453188622168,0.27290112370441705,0.17307692307692307,0.2517157203875151,0.5749290613583653,0.259677292181403,0.13638146716990526,0.2671682853984848,0.19101123595505617,0.2646268908449039,0.452991452991453,0.5167785234899329,0.20932398130367813,0.3368001242675551,0.3016129032258064,0.6721304806891499,0.4836652038996526,0.3911655247451009,0.5993147149806081,0.6509962401924412,0.23134328358208955,0.1884362288568153,0.35148514851485146,0.4764079147640792,0.09972806741751396,0.26515923425895205,0.2376797792933466,0.8744801109507476,0.684851491835404,0.40551480402824674,0.4365677254881342,0.542729510478295,0.6338340249823147,0.5298633650536846,0.4327507140906194,0.41610355965555024,0.43138046491590076,0.22777164838792868,0.3478321973811908,0.40882358341581065,0.3193724618338441,0.22820267555465515,0.271015278149666,0.28906234303996625,0.4795635709238964,0.40602146272278594,0.24679563264841806
1,s1_an_5,m,anger,0.0,0.3421389007243289,0.8690037198305121,0.2170883030150546,1.0,0.86439197621989,0.9297041631072384,0.21852899575671852,0.27466153808658456,0.5275402060789596,0.5670644277961872,0.3688524590163934,0.9000989751395646,0.8977753393792475,0.5873086070718966,0.7617527474823235,0.21546961325966846,0.0940413167965628,0.3897937688428977,0.20144930742015843,0.024348039380811735,0.08691517884070127,0.17948717948717946,0.13851617243730607,0.47497880414618304,0.11711662614161122,0.06951598131231235,0.15870588590498028,0.2696629213483146,0.15219115090291513,0.20512820512820512,0.23042505592841156,0.09107138339281111,0.17255758335788984,0.3016129032258064,0.8746661319269431,0.5369161326348342,0.45194007330437613,0.5106652948829807,0.5665264022601639,0.30597014925373134,0.08766667190174823,0.33663366336633666,0.0882800608828006,0.006237296854044423,0.034585398990264554,0.15599310991919557,0.8944064822130005,0.7222192815942393,0.39708542719513706,0.49651219189788465,0.6303099730880963,0.5824018918464079,0.6121453222337647,0.16886445914935017,0.3793665452410786,0.47861688827662646,0.1517936344688593,0.3397988929062293,0.4603139042356228,0.22054134330960018,0.30113384996661385,0.2970453898096468,0.46386101154011844,0.4076593141671512,0.39797798407145496,0.25769844657907803
1,s1_an_4,m,anger,0.0,0.3374520664678312,0.9999999999999999,0.1794032404259754,0.6208428607343697,0.6235674172815097,0.7895949451442775,0.1343705799151344,0.16495016594657996,0.47173726955708184,0.5119626178346293,0.34426229508196726,1.0,0.6701231711335768,0.5603761683125015,0.7436258117364599,0.16574585635359113,0.09449893425921352,0.5271015603153365,0.19333489347571708,0.014529793449956887,0.0566892626648314,0.11538461538461538,0.18237247624207842,0.6074959725595042,0.2358773910690004,0.05757193439847778,0.1361251673712727,0.14044943820224717,0.17014023728237304,0.4074074074074074,0.28635346756152136,0.05356915853571541,0.10899192461492474,0.19516129032258062,0.8612207421030234,0.7513329562205993,0.4374103998787344,0.6158189286849113,0.6663891463007965,0.2462686567164179,0.07381574311436165,0.3712871287128713,0.0578386605783866,0.0017600955453261563,0.01097979091108571,0.11116557200274484,0.9288314721372133,0.7499626536590976,0.39693237333740555,0.40167192163608645,0.4224954220578327,0.5871115862472631,0.5446778049267491,0.41571076248390904,0.4187975158503122,0.39221920478396305,0.1328802318533885,0.3963976139716824,0.582952650460505,0.1548957199458259,0.2360601548424096,0.353400606636898,0.35090223459364733,0.4379669495930683,0.42076857145860513,0.23962073390375693
1,s1_an_3,m,anger,0.0,0.5479335321687261,0.4564701988774715,0.15498674429998086,0.13971012099199334,0.07336118951438134,0.2706174564440771,0.26591230551626593,0.5288108703106026,0.5083387330142299,0.5482129931424717,0.33606557377049184,0.5888878648907044,0.5584196089761299,0.544521331118822,0.7327506961221144,0.2762430939226519,0.14619067575417555,0.6151579165742872,0.09503623131520095,0.01574290379008588,0.060677873452956194,0.20512820512820512,0.24575244593506396,0.5378985537339936,0.31320376599079247,0.17496080007496656,0.3204172793871052,0.24157303370786518,0.2536039617692092,0.4245014245014245,0.20134228187919456,0.16439784391271978,0.27926800135030716,0.2967741935483871,0.6154437221485036,0.5880971377759329,0.41162604425766003,0.4159877380050908,0.47268587190591616,0.3507462686567164,0.16431736893083046,0.4158415841584158,0.0502283105022831,0.0030229916300712053,0.018166489086493362,0.20783676670354445,0.7384267105112339,0.7585623292089573,0.44664153794696876,0.3487905245974531,0.46910032577136984,0.6388704913696011,0.643965545441266,0.45516615672776023,0.7214551649177305,0.5093036008379125,0.49593020045232494,0.5982518902737213,0.41872002634072036,0.3135885224677053,0.2727291799950071,0.368204855534906,0.3568454067151601,0.46337813226803126,0.38538329270906446,0.40719778169268617
1,s1_di_1,m,disgust,0.2,0.6131231359181935,0.48783505948429806,0.16261936854046344,0.35284714510832144,0.14118692649635883,0.37554702712390836,0.3797736916548798,0.3608196302067178,0.5177480513171986,0.557464669918633,0.5655737704918032,0.6510244618727277,0.5752107282493003,0.36730749710473337,0.5983167823475373,0.3204419889502762,0.12351271536770059,0.41512402982139,0.4392677796692346,0.12152081558355889,0.28070321923826247,0.3589743589743589,0.17120464628001564,0.41574421667680306,0.2977857332317959,0.15726255284969348,0.29663545625038434,0.3651685393258427,0.1690959477753754,0.2905982905982906,0.38926174496644306,0.22595764145443598,0.35695663381731013,0.4935483870967742,0.8207997518006409,0.651390776606348,0.5149177059799648,0.5175089901319406,0.5731593392111809,0.19402985074626866,0.1583454773443592,0.18316831683168316,0.487062404870624,0.11546918271123195,0.2904382915861735,0.3348971389359586,0.8094877787172261,0.7845351179132788,0.4842103786871912,0.4732525164346678,0.523739604931126,0.6180164561036198,0.5169668155092981,0.3731214857294767,0.4558879878670149,0.34766633046902273,0.2565074617070212,0.5295784335796618,0.6292996424298134,0.24122757599005282,0.31761502226204297,0.2532774464160787,0.4144807837958383,0.39913474477002553,0.3128503414414333,0.3676523111121307
1,s1_di_2,m,disgust,0.2,0.49936088623775027,0.20355362659867826,0.19692167703302008,0.16224717485310677,0.03609006506348299,0.18971256156642918,0.3755304101838755,0.5174919146739779,0.3546967567322441,0.39310540689988827,0.4426229508196722,0.3762704032246329,0.46085393898137744,0.22288527246870055,0.46178171225973785,0.22651933701657456,0.45416474583762456,0.4863618427080171,0.5750482387303235,0.33658715728938005,0.5328340115122729,0.4294871794871794,0.3845109219996179,0.4213312424139739,0.29478620026430313,0.22464030793151665,0.3824016963796565,0.398876404494382,0.48331512782969654,0.3076923076923077,0.44519015659955263,0.3734273359369168,0.515958426797865,0.3870967741935484,0.5871476912095401,0.5379269319912992,0.6116459289909371,0.6578694891536255,0.7051626694383728,0.29104477611940294,0.5410309202242628,0.34653465346534656,0.6225266362252664,0.4135462366786393,0.6146423982266335,0.6953940089907152,0.7168842461524052,0.5452195680285846,0.569151093633847,0.3990986755809032,0.4346092836998529,0.8042943996883158,0.4636066726249278,0.5282696861909819,0.6996488965213798,0.40706146052935327,0.4636402926724767,0.5206330056170578,0.5971036659840461,0.36700201030982976,0.26897125435075686,0.4472949924399111,0.3081546997237803,0.3196953882056292,0.36953636805225565,0.37996950803866575
1,s1_di_5,m,disgust,0.2,0.31401789518534295,0.20143070491196532,0.1671633794959213,0.08412926065164548,0.018691089374853448,0.13643699350759475,0.1937765205091938,0.6716733311276121,0.31618404459384686,0.3529512283321772,0.16393442622950818,0.32387822646139197,0.43908351476706603,0.30974903278531435,0.5478487468857793,0.19337016574585636,0.554613719600819,0.7482268671662717,0.44271246880766246,0.13206116732528236,0.2965133600886514,0.3205128205128205,0.6204803071521661,0.5669432181436639,0.3095177750332727,0.13975730270763662,0.2720452803099309,0.3089887640449438,0.6651677665571858,0.5811965811965812,0.46532438478747196,0.19271099619529747,0.31608305553890703,0.12903225806451613,0.3390100576806554,0.5070330430413442,0.3311155125860563,0.5621660380307506,0.6159743769432757,0.21641791044776115,0.5438882875971012,0.7475247524752475,0.4383561643835616,0.14579076401305427,0.3349040485718081,0.37866035542733906,0.6143596452090403,0.42575246420878343,0.5917103204828762,0.28062773508831695,0.3474140064914245,0.7669938437360914,0.5252561001814628,0.747325288509494,0.6693409086628155,0.520631988923602,0.8741340826150025,0.6263665137878047,0.5600732297291362,0.326275064226058,0.19821288997234174,0.4794451240934145,0.317510575713267,0.49942383572875143,0.3501567499744643,0.3711304411243376
1,s1_di_4,m,disgust,0.2,0.35790370685982104,0.2331424346938962,0.17054163672062111,0.2824367423310774,0.055338731751905144,0.23499513641830835,0.30622347949080625,0.46758432793888705,0.5428661322846653,0.5820310126121493,0.4180327868852459,0.4410529481854525,0.48223201631599805,0.2441724509455931,0.48423394286625066,0.2762430939226519,0.5065322638989866,0.9145266027756214,0.38483205179477786,0.05064639685471997,0.1525895985116345,0.3846153846153846,0.5809802517976961,0.6426989132321387,0.3133734648232138,0.07000382058781152,0.15960161008333193,0.3707865168539326,0.6610454669445456,0.9829059829059829,0.4116331096196868,0.006008202646499955,0.013744398523451495,0.35,0.703381865685206,0.5709026337148163,0.38525649078437607,0.6496044207435357,0.6975912559650324,0.3656716417910448,0.3755169752707149,0.43564356435643564,0.34779299847793,0.07871597560797909,0.22829138947364644,0.4210511574495498,0.7469123643774397,0.3084125474362679,0.5853621002664244,0.7294459646405357,0.5900484326983517,0.8394986209191327,0.35395836474222664,0.38139667889283657,0.6374698411492368,0.42145157814220835,0.41971306318148704,0.423546769448805,0.44572373311789326,0.2899215589272812,0.3340385063281763,0.4631440370752367,0.16703740760223673,0.39626983969105667,0.4942194738732917,0.34000206092208257
1,s1_di_3,m,disgust,0.2,0.27780144865786105,0.38180058491666946,0.18881231345074787,0.41070325374154154,0.17454616832875167,0.4175993623267913,0.13012729844413012,0.5422625424798871,0.43224876449067184,0.4723743342986544,0.15573770491803282,0.5216262845535256,0.6171134413591826,0.3980471063480824,0.623651122593878,0.14917127071823205,0.18048163403320938,0.4776895278421108,0.1647943262661955,0.08663470351405535,0.22342468128399195,0.12179487179487179,0.17352390669677797,0.46010992306105,0.3304219482873758,0.22159046783363998,0.3787729442769874,0.12921348314606743,0.19460167439569542,0.33903133903133903,0.2930648769574944,0.3011299579963276,0.44187848419072273,0.1403225806451613,0.6837671224005919,0.37446136017137344,0.3444743727609205,0.49766496277461114,0.5538726233804998,0.17910447761194026,0.2388947935980886,0.3613861386138614,0.14459665144596653,0.03825250338371698,0.1412171547626454,0.15600711414847285,0.7529838349863377,0.7398191210041513,0.4194460807580781,0.22392498295302976,0.4225008227135213,0.5962278278654838,0.645555948593022,0.3029571980797518,0.43564655180800366,0.45195021925294154,0.2552517729638095,0.38793017482734066,0.8264552920273879,0.32567282812297593,0.26114652919686365,0.2559982549887742,0.3793167509158665,0.3512806964047758,0.44876070043716754,0.4259711695853231
