subject,emotion,mel_mean,mel_min,mel_max,mel_var,mel_std,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
1,anger,5.470246315002441,4.425599053892171e-10,2683.060302734375,2835.49267578125,53.24934387207031,0.40249690413475037,0.12947861850261688,1814.0263679229345,1834.4950924760662,3811.1572265625,0.09364702912414966,-171.05654907226562,115.93804168701172,-28.56643295288086,21.314878463745117,-26.50770378112793,10.14444637298584,-22.39441680908203,-6.446075439453125,-20.05873680114746,-9.614690780639648,-15.731797218322754,-8.805967330932617,-2.9151692390441895,-12.226694107055664,-5.387331485748291,-4.913488864898682,-9.523163795471191,-1.7916228771209717,-3.5077435970306396,0.08397368341684341
1,anger,4.795431137084961,3.266727999218233e-10,1598.45947265625,1602.6595458984375,40.03322982788086,0.369817316532135,0.12200100719928741,1813.9292447277348,1772.5174995930709,3602.609922827744,0.09525057164634146,-187.97811889648438,114.72176361083984,-41.25828170776367,22.174333572387695,-12.715221405029297,11.881121635437012,-22.636301040649414,-9.284856796264648,-23.11313819885254,-7.031468868255615,-15.980973243713379,-11.601790428161621,-5.727097511291504,-6.378960132598877,-7.155036926269531,-7.3855109214782715,-8.306024551391602,4.346860885620117,-6.595266342163086,-2.742661714553833
1,anger,3.3342373371124268,3.032449291673345e-10,689.8501586914062,542.4644775390625,23.29086685180664,0.40275752544403076,0.09303851425647736,1699.1893200149614,1764.5415905446605,3558.2261029411766,0.08970834427521009,-241.8780517578125,123.26918029785156,-36.75016403198242,15.108224868774414,-17.863935470581055,12.198893547058105,-16.139629364013672,-8.320073127746582,-9.156641006469727,-3.0378565788269043,-7.307013988494873,-2.1180129051208496,-5.378597259521484,-6.66671895980835,-4.749491214752197,-4.346240997314453,-5.281548976898193,3.8029229640960693,-7.263710021972656,3.0852794647216797
1,anger,7.300478458404541,3.510179091836818e-10,3062.53271484375,4610.92236328125,67.90377044677734,0.27283725142478943,0.15578080713748932,1578.663079558655,1679.7705678803482,3222.1594468602593,0.06891214622641509,-166.4458770751953,122.27197265625,-42.19904708862305,19.365203857421875,-21.122905731201172,8.933196067810059,-21.79280662536621,-10.018277168273926,-22.99000358581543,-9.038509368896484,-19.05036735534668,-9.762541770935059,0.40481337904930115,-14.561901092529297,-6.730535984039307,-4.809192657470703,-5.5467329025268555,2.948939561843872,-6.117626190185547,-3.003349781036377
1,anger,6.344573497772217,4.247519558298052e-10,4932.32763671875,6391.68115234375,79.94799041748047,0.31201088428497314,0.14053431153297424,1577.596082960256,1621.112544820125,3149.887457126524,0.07209492505081301,-180.0839385986328,119.05488586425781,-42.18227005004883,26.999893188476562,-6.5909271240234375,8.636040687561035,-17.951383590698242,-20.6428165435791,-24.792247772216797,-4.610570907592773,-18.438587188720703,-11.906023025512695,-3.913878917694092,-11.295942306518555,-3.214928388595581,-6.571508884429932,-0.5065199732780457,1.9304027557373047,-6.855783462524414,-2.3465263843536377
1,disgust,3.563112735748291,3.18178788871748e-10,1740.9249267578125,1043.9967041015625,32.310935974121094,0.34277454018592834,0.10252155363559723,1646.3126084252528,1664.833540118878,3217.9546155427633,0.08833607456140351,-213.72596740722656,126.28095245361328,-32.63204574584961,25.127477645874023,-14.043140411376953,10.8831205368042,-23.370595932006836,-11.851366996765137,-21.294736862182617,-11.321873664855957,-15.051473617553711,-4.7187819480896,2.0369110107421875,-10.26677417755127,-2.3245325088500977,-7.940201282501221,-2.709862470626831,1.6439208984375,-9.612961769104004,1.6484618186950684
1,disgust,1.4886566400527954,3.852942409565685e-10,800.9905395507812,266.8659973144531,16.33603286743164,0.3987160325050354,0.060589686036109924,2417.2722429670316,1950.1317379731413,4483.158028960987,0.17627264132165604,-250.4124755859375,98.53022003173828,-23.321247100830078,19.158056259155273,-20.27581024169922,22.63621711730957,-26.408775329589844,-5.1736159324646,-10.153325080871582,-8.277833938598633,-8.351475715637207,-5.057558536529541,0.9031379818916321,-4.009325981140137,-4.952513694763184,-1.8729676008224487,-7.454124927520752,-1.0257664918899536,-7.77697229385376,2.0959861278533936
1,disgust,2.7893588542938232,3.6942759962244054e-10,2026.239501953125,1290.6690673828125,35.92588424682617,0.40756067633628845,0.08277332037687302,1779.1432964817595,1667.9355623872095,3320.653414439006,0.10684535015060241,-236.11099243164062,121.09574127197266,-39.731201171875,5.056485652923584,-21.122528076171875,9.508379936218262,-16.049076080322266,-14.871315956115723,-22.219898223876953,-5.977255344390869,-15.092092514038086,-10.083218574523926,8.979698181152344,-6.0655083656311035,-5.375243663787842,-7.855117321014404,-4.278879165649414,0.03570873662829399,-5.210996150970459,3.767378091812134
1,disgust,1.7045718431472778,3.3367941743023266e-10,1393.699462890625,409.19879150390625,20.228662490844727,0.3808960020542145,0.07047653943300247,2539.374147283389,2212.910437455519,5198.7891743201335,0.1382395038167939,-238.5163116455078,71.07037353515625,-21.544273376464844,45.75117874145508,-9.40632152557373,24.857406616210938,-32.651859283447266,-11.495193481445312,-12.99530029296875,-7.54033088684082,-9.77236270904541,-8.734362602233887,-4.427667617797852,-7.844181537628174,-1.4372539520263672,-1.3773428201675415,-13.750768661499023,1.5476410388946533,-3.7386443614959717,0.6438366770744324
1,disgust,1.4731652736663818,3.270695658752487e-10,415.75579833984375,138.21060180664062,11.756300926208496,0.45376813411712646,0.05259380117058754,2651.482521344903,2265.741956686523,5215.387612200798,0.1769292303856383,-291.0293884277344,84.67697143554688,-20.848411560058594,9.621086120605469,-26.373170852661133,20.282760620117188,-22.89862632751465,4.2547807693481445,-11.538591384887695,-2.4572691917419434,4.926514148712158,-1.0532690286636353,-0.40087980031967163,-6.03554630279541,-8.77523422241211,-0.8675824403762817,-7.036667823791504,5.014297008514404,-8.404653549194336,1.7748335599899292
